,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Alt,Effect,ConsumptionPattern,Sex,AgeGroup
57169,2015,2019,45,46,0,1,4,21,127.0,0,1,0,0
57171,2015,2019,45,46,0,1,4,21,172.0,0,1,1,0
57277,2015,2019,45,46,0,0,1,2,13.0,0,0,0,0
57280,2015,2019,45,46,0,0,1,2,35.0,0,0,1,0
57284,2015,2019,45,46,0,0,1,25,119.0,0,0,0,0
57287,2015,2019,45,46,0,0,1,25,255.0,0,0,1,0
57292,2015,2019,45,46,0,0,5,22,207.0,0,0,1,0
57297,2015,2019,45,46,0,0,5,22,70.0,0,0,0,0
57333,2015,2019,45,46,0,0,6,17,18.0,0,0,0,0
57336,2015,2019,45,46,0,0,6,17,39.0,0,0,1,0
57342,2015,2019,45,46,0,0,6,18,12.0,0,0,0,0
57343,2015,2019,45,46,0,0,6,18,18.0,0,0,1,0
57355,2015,2019,45,46,0,0,6,19,150.0,0,0,1,0
57359,2015,2019,45,46,0,0,6,19,40.0,0,0,0,0
57403,2015,2019,45,46,0,0,8,28,215.0,0,0,1,0
57406,2015,2019,45,46,0,0,8,28,63.0,0,0,0,0
57421,2015,2019,45,46,0,1,0,0,15.0,0,0,0,0
57424,2015,2019,45,46,0,1,0,0,56.0,0,0,1,0
57436,2015,2019,45,46,0,1,0,1,123.0,0,0,1,0
57438,2015,2019,45,46,0,1,0,1,32.0,0,0,0,0
57476,2015,2019,45,46,0,1,0,4,106.0,0,0,0,0
57478,2015,2019,45,46,0,1,0,4,275.0,0,0,1,0
57527,2015,2019,45,46,0,1,2,8,87.0,0,0,0,0
57533,2015,2019,45,46,0,1,2,9,13.0,0,0,0,0
57536,2015,2019,45,46,0,1,2,9,82.0,0,0,1,0
57541,2015,2019,45,46,0,1,2,10,11.0,0,0,0,0
57544,2015,2019,45,46,0,1,2,10,40.0,0,0,1,0
57565,2015,2019,45,46,0,1,2,12,11.0,0,0,0,0
57568,2015,2019,45,46,0,1,2,12,62.0,0,0,1,0
57584,2015,2019,45,46,0,1,2,14,20.0,0,0,1,0
57607,2015,2019,45,46,0,1,3,7,17.0,0,0,0,0
57608,2015,2019,45,46,0,1,3,7,27.0,0,0,1,0
57615,2015,2019,45,46,0,1,3,15,20.0,0,0,0,0
57617,2015,2019,45,46,0,1,3,15,71.0,0,0,1,0
57629,2015,2019,45,46,0,1,3,20,126.0,0,0,1,0
57634,2015,2019,45,46,0,1,3,20,87.0,0,0,0,0
57640,2015,2019,45,46,0,1,3,26,52.0,0,0,1,0
57641,2015,2019,45,46,0,1,3,26,55.0,0,0,0,0
57694,2015,2019,45,46,0,1,4,21,127.0,0,0,0,0
57696,2015,2019,45,46,0,1,4,21,172.0,0,0,1,0
57835,2015,2019,47,47,0,0,1,2,20.0,0,1,0,0
57837,2015,2019,47,47,0,0,1,2,35.0,0,1,1,0
57844,2015,2019,47,47,0,0,1,25,101.0,0,1,0,0
57846,2015,2019,47,47,0,0,1,25,200.0,0,1,1,0
57853,2015,2019,47,47,0,0,5,22,165.0,0,1,1,0
57858,2015,2019,47,47,0,0,5,22,48.0,0,1,0,0
57912,2015,2019,47,47,0,0,6,17,18.0,0,1,0,0
57914,2015,2019,47,47,0,0,6,17,41.0,0,1,1,0
57923,2015,2019,47,47,0,0,6,18,11.0,0,1,0,0
57925,2015,2019,47,47,0,0,6,18,13.0,0,1,1,0
57946,2015,2019,47,47,0,0,6,19,29.0,0,1,0,0
57948,2015,2019,47,47,0,0,6,19,80.0,0,1,1,0
58008,2015,2019,47,47,0,0,8,28,221.0,0,1,1,0
58011,2015,2019,47,47,0,0,8,28,68.0,0,1,0,0
58032,2015,2019,47,47,0,1,0,0,14.0,0,1,0,0
58035,2015,2019,47,47,0,1,0,0,43.0,0,1,1,0
58055,2015,2019,47,47,0,1,0,1,33.0,0,1,0,0
58058,2015,2019,47,47,0,1,0,1,87.0,0,1,1,0
58110,2015,2019,47,47,0,1,0,4,279.0,0,1,0,0
58112,2015,2019,47,47,0,1,0,4,517.0,0,1,1,0
58131,2015,2019,47,47,0,1,0,5,17.0,0,1,0,0
58134,2015,2019,47,47,0,1,0,5,39.0,0,1,1,0
58176,2015,2019,47,47,0,1,2,8,46.0,0,1,0,0
58254,2015,2019,47,47,0,1,2,14,11.0,0,1,1,0
58287,2015,2019,47,47,0,1,3,15,124.0,0,1,1,0
58291,2015,2019,47,47,0,1,3,15,35.0,0,1,0,0
58298,2015,2019,47,47,0,1,3,20,178.0,0,1,0,0
58302,2015,2019,47,47,0,1,3,20,83.0,0,1,1,0
58310,2015,2019,47,47,0,1,3,26,25.0,0,1,1,0
58311,2015,2019,47,47,0,1,3,26,29.0,0,1,0,0
58322,2015,2019,47,47,0,1,3,27,13.0,0,1,0,0
58323,2015,2019,47,47,0,1,3,27,16.0,0,1,1,0
58378,2015,2019,47,47,0,1,4,21,61.0,0,1,1,0
58379,2015,2019,47,47,0,1,4,21,63.0,0,1,0,0
58486,2015,2019,47,47,0,0,1,2,20.0,0,0,0,0
58488,2015,2019,47,47,0,0,1,2,35.0,0,0,1,0
58492,2015,2019,47,47,0,0,1,25,101.0,0,0,0,0
58494,2015,2019,47,47,0,0,1,25,200.0,0,0,1,0
58499,2015,2019,47,47,0,0,5,22,165.0,0,0,1,0
58503,2015,2019,47,47,0,0,5,22,48.0,0,0,0,0
58542,2015,2019,47,47,0,0,6,17,18.0,0,0,0,0
58544,2015,2019,47,47,0,0,6,17,41.0,0,0,1,0
58550,2015,2019,47,47,0,0,6,18,11.0,0,0,0,0
58552,2015,2019,47,47,0,0,6,18,13.0,0,0,1,0
58567,2015,2019,47,47,0,0,6,19,29.0,0,0,0,0
58569,2015,2019,47,47,0,0,6,19,80.0,0,0,1,0
58611,2015,2019,47,47,0,0,8,28,221.0,0,0,1,0
58614,2015,2019,47,47,0,0,8,28,68.0,0,0,0,0
58629,2015,2019,47,47,0,1,0,0,14.0,0,0,0,0
58632,2015,2019,47,47,0,1,0,0,43.0,0,0,1,0
58646,2015,2019,47,47,0,1,0,1,33.0,0,0,0,0
58649,2015,2019,47,47,0,1,0,1,87.0,0,0,1,0
58686,2015,2019,47,47,0,1,0,4,279.0,0,0,0,0
58688,2015,2019,47,47,0,1,0,4,517.0,0,0,1,0
58701,2015,2019,47,47,0,1,0,5,17.0,0,0,0,0
58704,2015,2019,47,47,0,1,0,5,39.0,0,0,1,0
58735,2015,2019,47,47,0,1,2,8,80.0,0,0,0,0
58741,2015,2019,47,47,0,1,2,9,11.0,0,0,0,0
58744,2015,2019,47,47,0,1,2,9,69.0,0,0,1,0
58749,2015,2019,47,47,0,1,2,10,12.0,0,0,0,0
58752,2015,2019,47,47,0,1,2,10,40.0,0,0,1,0
58773,2015,2019,47,47,0,1,2,12,12.0,0,0,0,0
58776,2015,2019,47,47,0,1,2,12,66.0,0,0,1,0
58792,2015,2019,47,47,0,1,2,14,20.0,0,0,1,0
58815,2015,2019,47,47,0,1,3,7,16.0,0,0,0,0
58816,2015,2019,47,47,0,1,3,7,23.0,0,0,1,0
58823,2015,2019,47,47,0,1,3,15,19.0,0,0,0,0
58824,2015,2019,47,47,0,1,3,15,72.0,0,0,1,0
58838,2015,2019,47,47,0,1,3,20,128.0,0,0,0,0
58839,2015,2019,47,47,0,1,3,20,141.0,0,0,1,0
58847,2015,2019,47,47,0,1,3,26,44.0,0,0,1,0
58848,2015,2019,47,47,0,1,3,26,50.0,0,0,0,0
58904,2015,2019,47,47,0,1,4,21,61.0,0,0,1,0
58905,2015,2019,47,47,0,1,4,21,63.0,0,0,0,0
59054,2015,2019,49,48,0,0,1,25,162.0,0,1,1,0
59058,2015,2019,49,48,0,0,1,25,83.0,0,1,0,0
59065,2015,2019,49,48,0,0,5,22,19.0,0,1,0,0
59068,2015,2019,49,48,0,0,5,22,54.0,0,1,1,0
59153,2015,2019,49,48,0,0,6,19,11.0,0,1,0,0
59156,2015,2019,49,48,0,0,6,19,33.0,0,1,1,0
59218,2015,2019,49,48,0,0,8,28,18.0,0,1,0,0
59222,2015,2019,49,48,0,0,8,28,68.0,0,1,1,0
59320,2015,2019,49,48,0,1,0,4,33.0,0,1,0,0
59322,2015,2019,49,48,0,1,0,4,99.0,0,1,1,0
59507,2015,2019,49,48,0,1,3,20,20.0,0,1,1,0
59508,2015,2019,49,48,0,1,3,20,21.0,0,1,0,0
59585,2015,2019,49,48,0,1,4,21,55.0,0,1,0,0
59586,2015,2019,49,48,0,1,4,21,65.0,0,1,1,0
59699,2015,2019,49,48,0,0,1,25,162.0,0,0,1,0
59703,2015,2019,49,48,0,0,1,25,83.0,0,0,0,0
59707,2015,2019,49,48,0,0,5,22,19.0,0,0,0,0
59710,2015,2019,49,48,0,0,5,22,54.0,0,0,1,0
59771,2015,2019,49,48,0,0,6,19,11.0,0,0,0,0
59774,2015,2019,49,48,0,0,6,19,33.0,0,0,1,0
59818,2015,2019,49,48,0,0,8,28,18.0,0,0,0,0
59822,2015,2019,49,48,0,0,8,28,68.0,0,0,1,0
59879,2015,2019,49,48,0,1,2,8,12.0,0,0,0,0
59978,2015,2019,49,48,0,1,3,20,14.0,0,0,0,0
59980,2015,2019,49,48,0,1,3,20,35.0,0,0,1,0
60043,2015,2019,49,48,0,1,4,21,55.0,0,0,0,0
60044,2015,2019,49,48,0,1,4,21,65.0,0,0,1,0
60123,2015,2019,48,49,0,0,1,2,11.0,0,1,0,0
60125,2015,2019,48,49,0,0,1,2,23.0,0,1,1,0
60132,2015,2019,48,49,0,0,1,25,101.0,0,1,0,0
60134,2015,2019,48,49,0,0,1,25,190.0,0,1,1,0
60143,2015,2019,48,49,0,0,5,22,165.0,0,1,1,0
60146,2015,2019,48,49,0,0,5,22,41.0,0,1,0,0
60198,2015,2019,48,49,0,0,6,17,21.0,0,1,0,0
60200,2015,2019,48,49,0,0,6,17,43.0,0,1,1,0
60219,2015,2019,48,49,0,0,6,19,76.0,0,1,1,0
60280,2015,2019,48,49,0,0,8,28,165.0,0,1,1,0
60283,2015,2019,48,49,0,0,8,28,44.0,0,1,0,0
60303,2015,2019,48,49,0,1,0,0,104.0,0,1,1,0
60307,2015,2019,48,49,0,1,0,0,38.0,0,1,0,0
60327,2015,2019,48,49,0,1,0,1,23.0,0,1,0,0
60330,2015,2019,48,49,0,1,0,1,77.0,0,1,1,0
60381,2015,2019,48,49,0,1,0,4,130.0,0,1,0,0
60383,2015,2019,48,49,0,1,0,4,296.0,0,1,1,0
60448,2015,2019,48,49,0,1,2,8,41.0,0,1,0,0
60525,2015,2019,48,49,0,1,2,14,12.0,0,1,1,0
60547,2015,2019,48,49,0,1,3,7,11.0,0,1,0,0
60548,2015,2019,48,49,0,1,3,7,18.0,0,1,1,0
60557,2015,2019,48,49,0,1,3,15,144.0,0,1,1,0
60561,2015,2019,48,49,0,1,3,15,42.0,0,1,0,0
60568,2015,2019,48,49,0,1,3,20,141.0,0,1,0,0
60572,2015,2019,48,49,0,1,3,20,75.0,0,1,1,0
60580,2015,2019,48,49,0,1,3,26,26.0,0,1,1,0
60581,2015,2019,48,49,0,1,3,26,28.0,0,1,0,0
60591,2015,2019,48,49,0,1,3,27,10.0,0,1,0,0
60592,2015,2019,48,49,0,1,3,27,14.0,0,1,1,0
60647,2015,2019,48,49,0,1,4,21,63.0,0,1,0,0
60648,2015,2019,48,49,0,1,4,21,79.0,0,1,1,0
60753,2015,2019,48,49,0,0,1,2,11.0,0,0,0,0
60755,2015,2019,48,49,0,0,1,2,23.0,0,0,1,0
60759,2015,2019,48,49,0,0,1,25,101.0,0,0,0,0
60761,2015,2019,48,49,0,0,1,25,190.0,0,0,1,0
60767,2015,2019,48,49,0,0,5,22,165.0,0,0,1,0
60770,2015,2019,48,49,0,0,5,22,41.0,0,0,0,0
60809,2015,2019,48,49,0,0,6,17,21.0,0,0,0,0
60811,2015,2019,48,49,0,0,6,17,43.0,0,0,1,0
60832,2015,2019,48,49,0,0,6,19,22.0,0,0,0,0
60835,2015,2019,48,49,0,0,6,19,76.0,0,0,1,0
60878,2015,2019,48,49,0,0,8,28,165.0,0,0,1,0
60881,2015,2019,48,49,0,0,8,28,44.0,0,0,0,0
60895,2015,2019,48,49,0,1,0,0,104.0,0,0,1,0
60899,2015,2019,48,49,0,1,0,0,38.0,0,0,0,0
60913,2015,2019,48,49,0,1,0,1,23.0,0,0,0,0
60916,2015,2019,48,49,0,1,0,1,77.0,0,0,1,0
60952,2015,2019,48,49,0,1,0,4,130.0,0,0,0,0
60954,2015,2019,48,49,0,1,0,4,296.0,0,0,1,0
61002,2015,2019,48,49,0,1,2,8,71.0,0,0,0,0
61008,2015,2019,48,49,0,1,2,9,12.0,0,0,0,0
61011,2015,2019,48,49,0,1,2,9,67.0,0,0,1,0
61016,2015,2019,48,49,0,1,2,10,12.0,0,0,0,0
61019,2015,2019,48,49,0,1,2,10,40.0,0,0,1,0
61040,2015,2019,48,49,0,1,2,12,12.0,0,0,0,0
61043,2015,2019,48,49,0,1,2,12,57.0,0,0,1,0
61058,2015,2019,48,49,0,1,2,14,21.0,0,0,1,0
61081,2015,2019,48,49,0,1,3,7,20.0,0,0,0,0
61082,2015,2019,48,49,0,1,3,7,30.0,0,0,1,0
61090,2015,2019,48,49,0,1,3,15,22.0,0,0,0,0
61091,2015,2019,48,49,0,1,3,15,84.0,0,0,1,0
61104,2015,2019,48,49,0,1,3,20,103.0,0,0,0,0
61105,2015,2019,48,49,0,1,3,20,122.0,0,0,1,0
61113,2015,2019,48,49,0,1,3,26,43.0,0,0,1,0
61114,2015,2019,48,49,0,1,3,26,47.0,0,0,0,0
61170,2015,2019,48,49,0,1,4,21,63.0,0,0,0,0
61171,2015,2019,48,49,0,1,4,21,79.0,0,0,1,0
61584,2015,2019,50,50,0,1,0,4,30.0,0,1,0,0
61586,2015,2019,50,50,0,1,0,4,57.0,0,1,1,0
62155,2015,2019,50,50,0,1,0,4,30.0,0,0,0,0
62157,2015,2019,50,50,0,1,0,4,57.0,0,0,1,0
